YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2015,GA,"Electric Generators, Independent Power Producers",Total,"13,220,514"
2015,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,909"
2015,GA,"Electric Generators, Independent Power Producers",Natural Gas,"12,388,953"
2015,GA,"Electric Generators, Independent Power Producers",Petroleum,"32,757"
2015,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"122,676"
2015,GA,"Electric Generators, Independent Power Producers",Other Biomass,"163,673"
2015,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"502,546"
2015,GA,"Electric Generators, Electric Utilities",Total,"110,212,881"
2015,GA,"Electric Generators, Electric Utilities",Coal,"36,914,687"
2015,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-814,532"
2015,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,952,389"
2015,GA,"Electric Generators, Electric Utilities",Natural Gas,"37,264,378"
2015,GA,"Electric Generators, Electric Utilities",Nuclear,"33,838,462"
2015,GA,"Electric Generators, Electric Utilities",Petroleum,"53,842"
2015,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"3,655"
2015,HI,Total Electric Power Industry,Total,"10,119,500"
2015,HI,Total Electric Power Industry,Coal,"1,337,412"
2015,HI,Total Electric Power Industry,Geothermal,"230,340"
2015,HI,Total Electric Power Industry,Hydroelectric Conventional,"121,170"
2015,HI,Total Electric Power Industry,Other Gases,"50,155"
2015,HI,Total Electric Power Industry,Other,"369,163"
2015,HI,Total Electric Power Industry,Petroleum,"7,023,150"
2015,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"54,397"
2015,HI,Total Electric Power Industry,Other Biomass,"320,941"
2015,HI,Total Electric Power Industry,Wind,"612,772"
2015,HI,"Combined Heat and Power, Industrial Power",Total,"426,852"
2015,HI,"Combined Heat and Power, Industrial Power",Coal,"34,514"
2015,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"58,553"
2015,HI,"Combined Heat and Power, Industrial Power",Other Gases,"50,155"
2015,HI,"Combined Heat and Power, Industrial Power",Petroleum,"204,528"
2015,HI,"Combined Heat and Power, Industrial Power",Other Biomass,"79,102"
2015,HI,"Combined Heat and Power, Commercial Power",Total,"374,653"
2015,HI,"Combined Heat and Power, Commercial Power",Other,"181,989"
2015,HI,"Combined Heat and Power, Commercial Power",Petroleum,"3,248"
2015,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"189,416"
2015,HI,"Combined Heat and Power, Electric Power",Total,"2,688,088"
2015,HI,"Combined Heat and Power, Electric Power",Coal,"1,302,898"
2015,HI,"Combined Heat and Power, Electric Power",Other,"7,587"
2015,HI,"Combined Heat and Power, Electric Power",Petroleum,"1,377,602"
2015,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,HI,"Electric Generators, Independent Power Producers",Total,"1,137,735"
2015,HI,"Electric Generators, Independent Power Producers",Geothermal,"230,340"
2015,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"40,881"
2015,HI,"Electric Generators, Independent Power Producers",Other,0
2015,HI,"Electric Generators, Independent Power Producers",Petroleum,"224,284"
2015,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"29,458"
2015,HI,"Electric Generators, Independent Power Producers",Wind,"612,772"
2015,HI,"Electric Generators, Electric Utilities",Total,"5,492,172"
2015,HI,"Electric Generators, Electric Utilities",Coal,0
2015,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"21,736"
2015,HI,"Electric Generators, Electric Utilities",Other,"179,587"
2015,HI,"Electric Generators, Electric Utilities",Petroleum,"5,213,487"
2015,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"24,939"
2015,HI,"Electric Generators, Electric Utilities",Other Biomass,"52,424"
2015,IA,Total Electric Power Industry,Total,"56,658,918"
2015,IA,Total Electric Power Industry,Coal,"29,811,075"
2015,IA,Total Electric Power Industry,Hydroelectric Conventional,"960,145"
2015,IA,Total Electric Power Industry,Natural Gas,"2,398,135"
2015,IA,Total Electric Power Industry,Nuclear,"5,243,446"
2015,IA,Total Electric Power Industry,Other,"5,051"
2015,IA,Total Electric Power Industry,Petroleum,"110,292"
2015,IA,Total Electric Power Industry,Other Biomass,"256,148"
2015,IA,Total Electric Power Industry,Wind,"17,872,632"
2015,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,995"
2015,IA,"Combined Heat and Power, Industrial Power",Total,"2,102,887"
2015,IA,"Combined Heat and Power, Industrial Power",Coal,"1,803,010"
2015,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"189,745"
2015,IA,"Combined Heat and Power, Industrial Power",Other,"5,051"
2015,IA,"Combined Heat and Power, Industrial Power",Petroleum,"37,713"
2015,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"67,368"
2015,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,IA,"Combined Heat and Power, Commercial Power",Total,"221,316"
2015,IA,"Combined Heat and Power, Commercial Power",Coal,"128,289"
2015,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"44,685"
2015,IA,"Combined Heat and Power, Commercial Power",Petroleum,"8,426"
2015,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"35,362"
2015,IA,"Combined Heat and Power, Commercial Power",Wind,"2,558"
2015,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,995"
2015,IA,"Combined Heat and Power, Electric Power",Total,"3,804"
2015,IA,"Combined Heat and Power, Electric Power",Other Biomass,"3,804"
2015,IA,"Electric Generators, Independent Power Producers",Total,"12,518,250"
2015,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,390"
2015,IA,"Electric Generators, Independent Power Producers",Natural Gas,0
2015,IA,"Electric Generators, Independent Power Producers",Nuclear,"5,243,446"
2015,IA,"Electric Generators, Independent Power Producers",Petroleum,347
2015,IA,"Electric Generators, Independent Power Producers",Other Biomass,"122,118"
2015,IA,"Electric Generators, Independent Power Producers",Wind,"7,145,949"
2015,IA,"Electric Generators, Electric Utilities",Total,"41,812,662"
2015,IA,"Electric Generators, Electric Utilities",Coal,"27,879,776"
2015,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"953,755"
2015,IA,"Electric Generators, Electric Utilities",Natural Gas,"2,163,705"
2015,IA,"Electric Generators, Electric Utilities",Petroleum,"63,805"
2015,IA,"Electric Generators, Electric Utilities",Other Biomass,"27,496"
2015,IA,"Electric Generators, Electric Utilities",Wind,"10,724,125"
2015,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,ID,Total Electric Power Industry,Total,"15,667,095"
2015,ID,Total Electric Power Industry,Coal,"78,993"
2015,ID,Total Electric Power Industry,Geothermal,"75,600"
2015,ID,Total Electric Power Industry,Hydroelectric Conventional,"8,756,622"
2015,ID,Total Electric Power Industry,Natural Gas,"3,803,588"
2015,ID,Total Electric Power Industry,Other,"80,768"
2015,ID,Total Electric Power Industry,Petroleum,61
2015,ID,Total Electric Power Industry,Other Biomass,"175,481"
2015,ID,Total Electric Power Industry,Wind,"2,270,186"
2015,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"425,796"
2015,ID,"Combined Heat and Power, Industrial Power",Total,"591,991"
2015,ID,"Combined Heat and Power, Industrial Power",Coal,"78,993"
2015,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"54,950"
2015,ID,"Combined Heat and Power, Industrial Power",Other,"80,768"
2015,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,ID,"Combined Heat and Power, Industrial Power",Other Biomass,"10,600"
2015,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"366,680"
2015,ID,"Combined Heat and Power, Commercial Power",Total,"23,348"
2015,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"14,750"
2015,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2015,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"8,598"
2015,ID,"Combined Heat and Power, Electric Power",Total,"174,922"
2015,ID,"Combined Heat and Power, Electric Power",Natural Gas,"76,677"
2015,ID,"Combined Heat and Power, Electric Power",Other Biomass,"39,129"
2015,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"59,116"
2015,ID,"Electric Generators, Independent Power Producers",Total,"4,711,210"
2015,ID,"Electric Generators, Independent Power Producers",Geothermal,"75,600"
2015,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"731,772"
2015,ID,"Electric Generators, Independent Power Producers",Natural Gas,"1,528,983"
2015,ID,"Electric Generators, Independent Power Producers",Other Biomass,"104,669"
2015,ID,"Electric Generators, Independent Power Producers",Wind,"2,270,186"
2015,ID,"Electric Generators, Electric Utilities",Total,"10,165,624"
2015,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"8,024,850"
2015,ID,"Electric Generators, Electric Utilities",Natural Gas,"2,128,228"
2015,ID,"Electric Generators, Electric Utilities",Petroleum,61
2015,ID,"Electric Generators, Electric Utilities",Other Biomass,"12,485"
2015,IL,Total Electric Power Industry,Total,"193,952,040"
2015,IL,Total Electric Power Industry,Coal,"73,773,706"
2015,IL,Total Electric Power Industry,Hydroelectric Conventional,"124,460"
2015,IL,Total Electric Power Industry,Natural Gas,"10,863,883"
2015,IL,Total Electric Power Industry,Nuclear,"97,282,139"
2015,IL,Total Electric Power Industry,Other Gases,"280,060"
2015,IL,Total Electric Power Industry,Other,"248,212"
2015,IL,Total Electric Power Industry,Petroleum,"56,093"
2015,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"49,360"
2015,IL,Total Electric Power Industry,Other Biomass,"526,821"
2015,IL,Total Electric Power Industry,Wind,"10,747,270"
2015,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,36
2015,IL,"Combined Heat and Power, Industrial Power",Total,"2,661,717"
2015,IL,"Combined Heat and Power, Industrial Power",Coal,"1,617,749"
2015,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"512,880"
2015,IL,"Combined Heat and Power, Industrial Power",Other Gases,"278,020"
2015,IL,"Combined Heat and Power, Industrial Power",Other,"253,032"
2015,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,36
2015,IL,"Combined Heat and Power, Commercial Power",Total,"489,066"
2015,IL,"Combined Heat and Power, Commercial Power",Coal,"36,544"
2015,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,520"
2015,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"445,684"
2015,IL,"Combined Heat and Power, Commercial Power",Petroleum,137
2015,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2015,IL,"Combined Heat and Power, Commercial Power",Wind,"5,181"
2015,IL,"Combined Heat and Power, Electric Power",Total,"694,033"
2015,IL,"Combined Heat and Power, Electric Power",Natural Gas,"686,052"
2015,IL,"Combined Heat and Power, Electric Power",Other Gases,"2,040"
2015,IL,"Combined Heat and Power, Electric Power",Petroleum,298
2015,IL,"Combined Heat and Power, Electric Power",Other Biomass,"5,642"
2015,IL,"Electric Generators, Independent Power Producers",Total,"185,678,684"
2015,IL,"Electric Generators, Independent Power Producers",Coal,"68,404,474"
2015,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"80,590"
2015,IL,"Electric Generators, Independent Power Producers",Natural Gas,"8,589,819"
2015,IL,"Electric Generators, Independent Power Producers",Nuclear,"97,282,139"
2015,IL,"Electric Generators, Independent Power Producers",Other,"-4,820"
2015,IL,"Electric Generators, Independent Power Producers",Petroleum,"47,960"
2015,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"48,407"
2015,IL,"Electric Generators, Independent Power Producers",Other Biomass,"501,739"
2015,IL,"Electric Generators, Independent Power Producers",Wind,"10,728,377"
2015,IL,"Electric Generators, Electric Utilities",Total,"4,428,539"
2015,IL,"Electric Generators, Electric Utilities",Coal,"3,714,939"
2015,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"42,350"
2015,IL,"Electric Generators, Electric Utilities",Natural Gas,"629,447"
2015,IL,"Electric Generators, Electric Utilities",Petroleum,"7,698"
2015,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,953
2015,IL,"Electric Generators, Electric Utilities",Other Biomass,"19,440"
2015,IL,"Electric Generators, Electric Utilities",Wind,"13,712"
2015,IN,Total Electric Power Industry,Total,"104,019,275"
2015,IN,Total Electric Power Industry,Coal,"78,230,688"
2015,IN,Total Electric Power Industry,Hydroelectric Conventional,"381,236"
2015,IN,Total Electric Power Industry,Natural Gas,"16,262,987"
2015,IN,Total Electric Power Industry,Other Gases,"2,268,638"
2015,IN,Total Electric Power Industry,Other,"420,071"
2015,IN,Total Electric Power Industry,Petroleum,"1,338,003"
2015,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"156,098"
2015,IN,Total Electric Power Industry,Other Biomass,"446,408"
2015,IN,Total Electric Power Industry,Wind,"4,515,147"
2015,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,IN,"Combined Heat and Power, Industrial Power",Total,"3,280,157"
2015,IN,"Combined Heat and Power, Industrial Power",Coal,409
2015,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"542,666"
2015,IN,"Combined Heat and Power, Industrial Power",Other Gases,"2,248,250"
2015,IN,"Combined Heat and Power, Industrial Power",Other,"400,169"
2015,IN,"Combined Heat and Power, Industrial Power",Petroleum,"17,547"
2015,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"71,116"
2015,IN,"Combined Heat and Power, Commercial Power",Total,"246,243"
2015,IN,"Combined Heat and Power, Commercial Power",Coal,"36,895"
2015,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"167,381"
2015,IN,"Combined Heat and Power, Commercial Power",Other,"19,902"
2015,IN,"Combined Heat and Power, Commercial Power",Petroleum,401
2015,IN,"Combined Heat and Power, Commercial Power",Other Biomass,"20,714"
2015,IN,"Combined Heat and Power, Commercial Power",Wind,949
2015,IN,"Combined Heat and Power, Electric Power",Total,"7,912,031"
2015,IN,"Combined Heat and Power, Electric Power",Coal,"5,473,684"
2015,IN,"Combined Heat and Power, Electric Power",Natural Gas,"2,438,347"
2015,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2015,IN,"Electric Generators, Independent Power Producers",Total,"4,809,750"
2015,IN,"Electric Generators, Independent Power Producers",Coal,0
2015,IN,"Electric Generators, Independent Power Producers",Natural Gas,"93,313"
2015,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2015,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"147,620"
2015,IN,"Electric Generators, Independent Power Producers",Other Biomass,"54,619"
2015,IN,"Electric Generators, Independent Power Producers",Wind,"4,514,198"
2015,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2015,IN,"Electric Generators, Electric Utilities",Total,"87,771,094"
2015,IN,"Electric Generators, Electric Utilities",Coal,"72,719,698"
2015,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"381,236"
2015,IN,"Electric Generators, Electric Utilities",Natural Gas,"13,021,280"
2015,IN,"Electric Generators, Electric Utilities",Other Gases,"20,388"
2015,IN,"Electric Generators, Electric Utilities",Other,0
